"featureID","DF","SpectrumID","Compound_Name","cas","compound_name","smiles"
"6086",0.00553250345781466,"CCMSLIB00004717362","Melatonin","N/A","Melatonin","N/A"
"15950",0.34716459197787,"CCMSLIB00005726597","Massbank: N-lauroylethanolamine|N-(2-hydroxyethyl)dodecanamide","142-78-9","Massbank: N-lauroylethanolamine|N-(2-hydroxyethyl)dodecanamide","CCCCCCCCCCCC(=O)NCCO"
"19692",0.020746887966805,"CCMSLIB00000579727","Diphenylphosphate","N/A","Diphenylphosphate","OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1"
"21161",0.004149377593361,"CCMSLIB00000579727","Diphenylphosphate","N/A","Diphenylphosphate","OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1"
"1360",0.0110650069156293,"CCMSLIB00010012991","Putative Lys-C7:1"," ","Putative Lys-C7:1",""
"1841",0.0401106500691563,"CCMSLIB00006680039","PHENYLACETYL-GLUTAMINE","N/A","PHENYLACETYL-GLUTAMINE","C1=CC=C(C=C1)C/C(=N/[C@@H](CCC(=N)O)C(=O)O)/O"
"13444",0.004149377593361,"CCMSLIB00003135404","Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14","148019743","Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14","C#CCCC[C@H](CCCCCCCCCCC(=O)O)O"
"1745",0.012448132780083,"CCMSLIB00000572402","MoNA:611751 Alsadorm","N/A","MoNA:611751 Alsadorm","CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C"
"17079",0.118948824343015,"CCMSLIB00003136448","Spectral Match to N-Lauroylsarcosine from NIST14","97789","Spectral Match to N-Lauroylsarcosine from NIST14","CCCCCCCCCCCC(=O)N(C)CC(=O)O"
"11224",0.00276625172890733,"CCMSLIB00005777168","Massbank:AU235002 Flutamide|2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide","37209-54-4","Massbank:AU235002 Flutamide|2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide","CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F"
"12686",0.175656984785615,"CCMSLIB00005763071","Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide","3179-80-4","Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide","CCCCCCCCCCCC(=O)NCCCN(C)C"
"14565",0.0442600276625173,"CCMSLIB00004721602","PIPERINE","N/A","PIPERINE","N/A"
"14209",0.00691562932226833,"CCMSLIB00004714482","Piperanine","N/A","Piperanine","N/A"
"15492",0.262793914246196,"CCMSLIB00000579850","Lauryl diethanolamide","N/A","Lauryl diethanolamide","CCCCCCCCCCCC(=O)N(CCO)CCO"
"13618",0.178423236514523,"CCMSLIB00005772324","Massbank:AU284606 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide","120-40-1","Massbank:AU284606 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide","CCCCCCCCCCCC(=O)N(CCO)CCO"
"2554",0.0663900414937759,"CCMSLIB00006366909","(+)Catechin","N/A","(+)Catechin","OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1"
"12067",0.020746887966805,"CCMSLIB00005775898","Massbank:AU271206 Terbinafine|(E)-N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine","91161-71-6","Massbank:AU271206 Terbinafine|(E)-N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12"
"16552",0.799446749654219,"CCMSLIB00003136054","Spectral Match to Benzyldodecyldimethylammonium from NIST14","10328355","Spectral Match to Benzyldodecyldimethylammonium from NIST14","CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"
"26019",0.0387275242047026,"CCMSLIB00003135025","Spectral Match to Benzyldodecyldimethylammonium from NIST14","10328355","Spectral Match to Benzyldodecyldimethylammonium from NIST14","CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"
"3027",0.00138312586445367,"CCMSLIB00000222418","Massbank:PB006005 Sinapine|2-[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxyethyl-trimethylazanium","N/A","Massbank:PB006005 Sinapine|2-[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxyethyl-trimethylazanium","C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)O)OC"
"14417",0.117565698478562,"CCMSLIB00003136410","Spectral Match to 8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid from NIST14","192461964","Spectral Match to 8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid from NIST14","CCCCC/C=C\C/C=C\CC(C(C/C=C\CCCC(=O)O)O)O"
"19601",0.0193637621023513,"CCMSLIB00003134807","Spectral Match to N-Oleoylethanolamine from NIST14","111580","Spectral Match to N-Oleoylethanolamine from NIST14","CCCCCCCC/C=C\CCCCCCCC(=O)NCCO"
"17655",0.185338865836791,"CCMSLIB00005775347","Massbank:AU246406 Triphenylphosphate|triphenyl phosphate","115-86-6","Massbank:AU246406 Triphenylphosphate|triphenyl phosphate","O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1"
"18230",0.551867219917012,"CCMSLIB00003137209","Spectral Match to Benzyltetradecyldimethylammonium from NIST14","16287711","Spectral Match to Benzyltetradecyldimethylammonium from NIST14","N/A"
"18052",0.141078838174274,"CCMSLIB00003136147","Spectral Match to Benzyltetradecyldimethylammonium from NIST14","16287711","Spectral Match to Benzyltetradecyldimethylammonium from NIST14","CCCCCCCCCCCCCC[N+](C)(CC1=CC=CC=C1)C"
"22516",0.004149377593361,"CCMSLIB00004701373","(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide","N/A","(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide","N/A"
"20407",0.004149377593361,"CCMSLIB00001058280","Eicosanoids_12-oxoETE_C20H30O3","108437-64-5","Eicosanoids_12-oxoETE_C20H30O3","CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O"
"12470",0.796680497925311,"CCMSLIB00000077206","CocamidopropylBetaine","N/A","CocamidopropylBetaine","CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]"
"466",0.210235131396957,"CCMSLIB00004711455","2-[(4-hydroxy-3,5-dimethoxyphenyl)methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol","N/A","2-[(4-hydroxy-3,5-dimethoxyphenyl)methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol","N/A"
"16991",0.00138312586445367,"CCMSLIB00005775343","Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","5274-68-0","Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","CCCCCCCCCCCCOCCOCCOCCOCCO"
"19047",0.012448132780083,"CCMSLIB00005775343","Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","5274-68-0","Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","CCCCCCCCCCCCOCCOCCOCCOCCO"
"21312",0.00553250345781466,"CCMSLIB00011427902","CAMPTOTHECIN","2114454","CAMPTOTHECIN","CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O"
"24063",0.00553250345781466,"CCMSLIB00003136593","Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14","103231","Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14","CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC"
"15143",0.648686030428769,"CCMSLIB00005726170","Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium","N/A","Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium","CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)=O"
"19297",0.00138312586445367,"CCMSLIB00000848948","NCGC00247500-02!(2E,4E,12E)-13-(1,3-benzodioxol-5-yl)-N-(2-methylpropyl)trideca-2,4,12-trienamide","n/a","NCGC00247500-02!(2E,4E,12E)-13-(1,3-benzodioxol-5-yl)-N-(2-methylpropyl)trideca-2,4,12-trienamide","CC(C)CNC(=O)\C=C\C=C\CCCCCC\C=C\C1=CC2=C(OCO2)C=C1"
"24217",0.13969571230982,"CCMSLIB00003137830","Spectral Match to Bis(2-ethylhexyl) phthalate from NIST14","117817","Spectral Match to Bis(2-ethylhexyl) phthalate from NIST14","CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC"
"18167",0.00968188105117566,"CCMSLIB00003140225","Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14","78513","Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14","CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC"
"17974",0.00138312586445367,"CCMSLIB00000577482","Sorbitane Monopalmitate - Polysorbate 40 in-source fragment"," ","Sorbitane Monopalmitate - Polysorbate 40 in-source fragment","CCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O"
"1042",0.024896265560166,"CCMSLIB00000847500","NCGC00347390-02!(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol","n/a","NCGC00347390-02!(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol","OC[C@@H]1O[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC=C(O)C(O)=C4)[C@H](O)[C@H]1O"
"24632",0.00691562932226833,"CCMSLIB00010124271","""4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[17.3.2.0<1,18>.0<4,17>.0<5,14>.0< 8,13>]tetracosan-10-ol CollisionEnergy:205060""","N/A","""4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[17.3.2.0<1,18>.0<4,17>.0<5,14>.0< 8,13>]tetracosan-10-ol CollisionEnergy:205060""","CC1(C)CCC23CCC4(C)C(CCC5C6(C)CCC(O)C(C)(C)C6CCC54C)C2C1OC3"
"22681",0.033195020746888,"CCMSLIB00010124359","Dipterocarpol CollisionEnergy:205060","N/A","Dipterocarpol CollisionEnergy:205060","CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C"
"18511",0.0926694329183956,"CCMSLIB00004696722","3-Epilupeol","N/A","3-Epilupeol","N/A"
"24458",0.00276625172890733,"CCMSLIB00003135519","Spectral Match to Uvaol from NIST14","545460","Spectral Match to Uvaol from NIST14","C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO"
"24781",0.00553250345781466,"CCMSLIB00003135519","Spectral Match to Uvaol from NIST14","545460","Spectral Match to Uvaol from NIST14","C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO"
"22688",0.00968188105117566,"CCMSLIB00003135519","Spectral Match to Uvaol from NIST14","545460","Spectral Match to Uvaol from NIST14","C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO"
"313",0.020746887966805,"CCMSLIB00000855127","NCGC00385412-01_C21H32O10_2,4-Pentadienoic acid, 5-[(1R,3S,5R,8S)-3-(beta-D-glucopyranosyloxy)-8-hydroxy-1,5-dimethyl-6-oxabicyclo[3.2.1]oct-8-yl]-3-methyl-, (2Z,4E)-","n/a","NCGC00385412-01_C21H32O10_2,4-Pentadienoic acid, 5-[(1R,3S,5R,8S)-3-(beta-D-glucopyranosyloxy)-8-hydroxy-1,5-dimethyl-6-oxabicyclo[3.2.1]oct-8-yl]-3-methyl-, (2Z,4E)-","CC(/C=C/[C@]1(O)[C@@]2(C)CO[C@]1(C)C[C@@H](C2)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C/C(O)=O"
"20709",0.00553250345781466,"CCMSLIB00005763948","Massbank:LU135003 Tetraethylene glycol di(2-ethylhexanoate)|2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate","18268-70-7","Massbank:LU135003 Tetraethylene glycol di(2-ethylhexanoate)|2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate","CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC"
"25346",0.00691562932226833,"CCMSLIB00003139758","Spectral Match to Diisodecyl phthalate from NIST14","26761400","Spectral Match to Diisodecyl phthalate from NIST14","CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C"
"24918",0.00138312586445367,"CCMSLIB00003138084","Spectral Match to Diisodecyl phthalate from NIST14","26761400","Spectral Match to Diisodecyl phthalate from NIST14","CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C"
"2585",0.00553250345781466,"CCMSLIB00000854299","NCGC00169796-02_C20H30O10_2-Phenylethyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside","n/a","NCGC00169796-02_C20H30O10_2-Phenylethyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"
"3530",0.0511756569847856,"CCMSLIB00004700154","(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4-diol","N/A","(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4-diol","N/A"
"1239",0.012448132780083,"CCMSLIB00000847658","NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","n/a","NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","OC[C@H]1O[C@@H](OC2CC3=C(O)C=C(O)C=C3OC2C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O"
"22383",0.00138312586445367,"CCMSLIB00010114631","""methyl 18-hydroxy-1,2,5,8,15,19,19-heptamethylpentacyclo[12.8.0.0<2,11>.0<5,10 >.0<15,20>]docos-11-ene-8-carboxylate CollisionEnergy:102040""","N/A","""methyl 18-hydroxy-1,2,5,8,15,19,19-heptamethylpentacyclo[12.8.0.0<2,11>.0<5,10 >.0<15,20>]docos-11-ene-8-carboxylate CollisionEnergy:102040""","COC(=O)C1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1"
"8537",0.10926694329184,"CCMSLIB00000851851","NCGC00384602-01_C21H36O10_(2E)-3,7-Dimethyl-2,6-octadien-1-yl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside","n/a","NCGC00384602-01_C21H36O10_(2E)-3,7-Dimethyl-2,6-octadien-1-yl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside","CC(C)=CCC\C(C)=C\CO[C@@H]1O[C@H](CO[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O"
"17735",0.0179806362378976,"CCMSLIB00011436664","histamine-C23:1","N/A","histamine-C23:1","O=C(NCCC1=NC=CN1)CCCCCCCCCCCCC=CCCCCCCCC"
"7517",0.0567081604426003,"CCMSLIB00003139586","Spectral Match to Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate from NIST14","52829079","Spectral Match to Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate from NIST14","CC1(CC(CC(N1)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(NC(C2)(C)C)(C)C)C"
"24862",0.00691562932226833,"CCMSLIB00006124087","Glycerol Tri-n-octanoate - 40.0 eV","","Glycerol Tri-n-octanoate - 40.0 eV",""
"3929",0.0221300138312586,"CCMSLIB00003134652","Spectral Match to Undecaethylene glycol from NIST14","6809707","Spectral Match to Undecaethylene glycol from NIST14","C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O"
"10210",0.0525587828492393,"CCMSLIB00005736585","Massbank:EQ326203 Ketoconazole|1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone","65277-42-1","Massbank:EQ326203 Ketoconazole|1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone","CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl"
"19356",0.00276625172890733,"CCMSLIB00005436264","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"20724",0.00691562932226833,"CCMSLIB00005436264","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"21918",0.0511756569847856,"CCMSLIB00005436264","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"17047",0.00276625172890733,"CCMSLIB00003137564","Spectral Match to N-Lauroylsarcosine from NIST14","97789","Spectral Match to N-Lauroylsarcosine from NIST14","CCCCCCCCCCCC(=O)N(C)CC(=O)O"
"24973",0.00276625172890733,"CCMSLIB00003137078","Spectral Match to Tri-2-ethylhexyl trimellitate from NIST14","3319311","Spectral Match to Tri-2-ethylhexyl trimellitate from NIST14","CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC"
"3656",0.004149377593361,"CCMSLIB00003136240","Spectral Match to Procyanidin B2 from NIST14","15514064","Spectral Match to Procyanidin B2 from NIST14","C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O"
"1250",0.004149377593361,"CCMSLIB00003135781","Spectral Match to Procyanidin B2 from NIST14","15514064","Spectral Match to Procyanidin B2 from NIST14","C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O"
"23658",0.00276625172890733,"CCMSLIB00005436263","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"25752",0.0318118948824343,"CCMSLIB00005436263","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"24800",0.00691562932226833,"CCMSLIB00005436263","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"20842",0.00276625172890733,"CCMSLIB00005436263","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"25858",0.024896265560166,"CCMSLIB00004721671","ACARBOSE","N/A","ACARBOSE-unclear if this is accurate","N/A"
"24895",0.004149377593361,"CCMSLIB00004721671","ACARBOSE","N/A","ACARBOSE-unclear if this is accurate","N/A"
"24379",0.00691562932226833,"CCMSLIB00004721671","ACARBOSE","N/A","ACARBOSE-unclear if this is accurate","N/A"
"24288",0.00138312586445367,"CCMSLIB00005435820","Contaminant vial septum ThermoFisher C5000-44B"," ","Contaminant vial septum ThermoFisher C5000-44B",""
"20133",0.00138312586445367,"CCMSLIB00005435822","Contaminant vial septum ThermoFisher C5000-44B"," ","Contaminant vial septum ThermoFisher C5000-44B",""
"25262",0.0318118948824343,"CCMSLIB00005436265","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"24129",0.0152143845089903,"CCMSLIB00005436265","Contaminants septum vial Thermo C4000-53 and C4000-54 serie"," ","Contaminants septum vial Thermo C4000-53 and C4000-54 serie",""
"23579",0.0193637621023513,"CCMSLIB00004720489","Azadirachtin","N/A","Azadirachtin","N/A"
"2563",0.0221300138312586,"CCMSLIB00005721134","NCGC00380723-01!(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-6-[3,5-dimethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol [IIN-based: Match]","N/A","NCGC00380723-01!(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-6-[3,5-dimethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol [IIN-based: Match]","COC1=CC(=CC(OC)=C1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4C5=CC(OC)=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(OC)=C5"
"26087",0.00276625172890733,"CCMSLIB00003138390","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","26853316","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC"
"26091",0.0193637621023513,"CCMSLIB00003134965","Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14","998061","Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC"
