"featureID","DF","SpectrumID","Compound_Name","cas","compound_name","smiles"
"11985",0.125382262996942,"CCMSLIB00003139419","Spectral Match to (R)-(+)-Citronellic acid from NIST14","18951854","Spectral Match to (R)-(+)-Citronellic acid from NIST14","C[C@H](CCC=C(C)C)CC(=O)O"
"13497",0.429663608562691,"CCMSLIB00003136815","Spectral Match to (1S,4R)-p-Mentha-2,8-dien-1-ol from METLIN","22972-51-6","Spectral Match to (1S,4R)-p-Mentha-2,8-dien-1-ol from METLIN","CC(=C)[C@@H]1CC[C@](C=C1)(C)O"
"15134",0.460244648318043,"CCMSLIB00003136815","Spectral Match to (1S,4R)-p-Mentha-2,8-dien-1-ol from METLIN","22972-51-6","Spectral Match to (1S,4R)-p-Mentha-2,8-dien-1-ol from METLIN","CC(=C)[C@@H]1CC[C@](C=C1)(C)O"
"7151",0.0856269113149847,"CCMSLIB00005750244","Massbank:KW100303 3,3-pentamethylene-4-butyrolactam","64744-50-9","Massbank:KW100303 3,3-pentamethylene-4-butyrolactam","O=C1CC2(CCCCC2)CN1"
"6839",0.0259938837920489,"CCMSLIB00000566861","MoNA:681420 Lyrica (TN)","N/A","MoNA:681420 Lyrica (TN)","CC(C)C[C@@H](CC(=O)O)CN"
"1901",0.938837920489297,"CCMSLIB00005884288","L-CARNITINE - 30.0 eV","6645-46-1","L-CARNITINE - 30.0 eV","C[N+](C)(C)C[C@H](O)CC([O-])=O"
"13951",0.0122324159021407,"CCMSLIB00010116899","""1-acetyl-2,4-dimethoxybenzene CollisionEnergy:205060""","N/A","""1-acetyl-2,4-dimethoxybenzene CollisionEnergy:205060""","COc1ccc(C(C)=O)c(OC)c1"
"12214",0.0336391437308868,"CCMSLIB00010103983","Conquinine CollisionEnergy:102040","N/A","Conquinine CollisionEnergy:102040","C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12"
"13214",0.0091743119266055,"CCMSLIB00010103605","Hydroquinidine CollisionEnergy:102040","N/A","Hydroquinidine CollisionEnergy:102040","CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12"
"2622",0.89908256880734,"CCMSLIB00003138130","Spectral Match to L-Tyrosine from NIST14","60184","Spectral Match to L-Tyrosine from NIST14","N/A"
"3559",0.94954128440367,"CCMSLIB00005885033","Phenylalanine - 40.00 eV","63-91-2","Phenylalanine - 40.00 eV","N[C@@H](CC1=CC=CC=C1)C(O)=O"
"15426",0.0963302752293578,"CCMSLIB00005883792","L-PHENYLALANINE - 40.0 eV","63-91-2","L-PHENYLALANINE - 40.0 eV","N[C@@H](CC1=CC=CC=C1)C(O)=O"
"6186",0.0229357798165138,"CCMSLIB00000210721","Massbank:EA275807 Ephedrine|(1R,2S)-2-(methylamino)-1-phenyl-1-propanol","299-42-3","Massbank:EA275807 Ephedrine|(1R,2S)-2-(methylamino)-1-phenyl-1-propanol","c1([C@H]([C@@H](NC)C)O)ccccc1"
"24113",0.00764525993883792,"CCMSLIB00003134559","Spectral Match to Cyclizine from NIST14","82928","Spectral Match to Cyclizine from NIST14","N/A"
"23457",0.0321100917431193,"CCMSLIB00005732505","Massbank:EQ319002 2-Mercaptobenzothiazole|1,3-Benzothiazole-2(3H)-thione|3H-1,3-benzothiazole-2-thione","149-30-4","Massbank:EQ319002 2-Mercaptobenzothiazole|1,3-Benzothiazole-2(3H)-thione|3H-1,3-benzothiazole-2-thione","S=C2Sc1ccccc1N2"
"9612",0.0107033639143731,"CCMSLIB00003136264","Spectral Match to Hydroxychloroquine from NIST14","118423","Spectral Match to Hydroxychloroquine from NIST14","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO"
"2469",0.622324159021407,"CCMSLIB00005883631","URATE - 50.0 eV","69-93-2","URATE - 50.0 eV","O=C1NC2=C(N1)C(=O)NC(=O)N2"
"60617",0.89908256880734,"CCMSLIB00003139072","Spectral Match to 3-Hydroxycapric acid from NIST14","5561875","Spectral Match to 3-Hydroxycapric acid from NIST14","CCCCCCCC(CC(=O)O)O"
"7122",0.114678899082569,"CCMSLIB00000209576","Massbank:EA256106 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid","60142-96-3","Massbank:EA256106 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid","NCC1(CC(O)=O)CCCCC1"
"2294",0.356269113149847,"CCMSLIB00004720766","Theanine","N/A","Theanine","N/A"
"1982",0.807339449541284,"CCMSLIB00005884103","L-ARGININE - 40.0 eV","1119-34-2","L-ARGININE - 40.0 eV","N[C@@H](CCCN=C(N)N)C(O)=O"
"3243",0.574923547400612,"CCMSLIB00004721378","COTININE","N/A","COTININE","N/A"
"18347",0.63914373088685,"CCMSLIB00006679260","5-PHENYLVALERIC ACID","N/A","5-PHENYLVALERIC ACID","C1=CC=C(C=C1)CCCCC(=O)O"
"15689",0.972477064220184,"CCMSLIB00006679260","5-PHENYLVALERIC ACID","N/A","5-PHENYLVALERIC ACID","C1=CC=C(C=C1)CCCCC(=O)O"
"8509",0.402140672782875,"CCMSLIB00005883438","HIPPURATE - 40.0 eV","495-69-2","HIPPURATE - 40.0 eV","OC(=O)CNC(=O)C1=CC=CC=C1"
"2364",0.970948012232416,"CCMSLIB00003139752","Spectral Match to D-Fructose from NIST14","57487","Spectral Match to D-Fructose from NIST14","N/A"
"12133",0.0535168195718654,"CCMSLIB00000578608","MassbankEU:ET080504 LID_180.1018_12.9|Acetamide, N-(2,6-dimethylphenyl)-2-hydroxy-|N-(2,6-dimethylphenyl)-2-hydroxyacetamide","29183-14-0","MassbankEU:ET080504 LID_180.1018_12.9|Acetamide, N-(2,6-dimethylphenyl)-2-hydroxy-|N-(2,6-dimethylphenyl)-2-hydroxyacetamide","CC1=CC=CC(C)=C1NC(=O)CO"
"7119",0.501529051987768,"CCMSLIB00005883936","THEOPHYLLINE - 50.0 eV","58-55-9","THEOPHYLLINE - 50.0 eV","CN1C2=C(NC=N2)C(=O)N(C)C1=O"
"5101",0.795107033639144,"CCMSLIB00006116792","Theobromine - 40.0 eV","","Theobromine - 40.0 eV","Cn1cnc2c1c(=O)[nH]c(=O)n2C"
"65657",0.718654434250764,"CCMSLIB00005463889","OMEGA-HYDROXYDODECANOATE","505-95-3","OMEGA-HYDROXYDODECANOATE","OCCCCCCCCCCCC(O)=O"
"2626",0.891437308868501,"CCMSLIB00005885094","Tyrosine - 50.00 eV","60-18-4","Tyrosine - 50.00 eV","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O"
"12171",0.646788990825688,"CCMSLIB00005732360","Massbank:EQ331203 Gabapentin Related Compound E|1-(carboxymethyl)cyclohexanecarboxylic acid|1-(carboxymethyl)cyclohexane-1-carboxylic acid","67950-95-2","Massbank:EQ331203 Gabapentin Related Compound E|1-(carboxymethyl)cyclohexanecarboxylic acid|1-(carboxymethyl)cyclohexane-1-carboxylic acid","C1CC[C@@](CC1)(C(=O)O)CC(=O)O"
"6779",0.983180428134557,"CCMSLIB00003139168","Spectral Match to Abrine from NIST14","526318","Spectral Match to Abrine from NIST14","N/A"
"8352",0.847094801223242,"CCMSLIB00003139168","Spectral Match to Abrine from NIST14","526318","Spectral Match to Abrine from NIST14","N/A"
"60808",0.334862385321101,"CCMSLIB00006679621","10-HYDROXYDECANOIC ACID","N/A","10-HYDROXYDECANOIC ACID","C(CCCCC(=O)O)CCCCO"
"22758",0.503058103975535,"CCMSLIB00006114716","IpA - 40.0 eV","","IpA - 40.0 eV","c1ccc2c(c1)c(c[nH]2)CCC(=O)O"
"36620",0.123853211009174,"CCMSLIB00003135040","Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14","126863","Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14","CC(C)CC(C)(C#CC(C)(CC(C)C)O)O"
"3675",0.842507645259939,"CCMSLIB00003136239","Spectral Match to L-Kynurenine from NIST14","2922830","Spectral Match to L-Kynurenine from NIST14","N/A"
"6856",0.576452599388379,"CCMSLIB00005884409","N-ACETYL-DL-METHIONINE - 40.0 eV","1115-47-5","N-ACETYL-DL-METHIONINE - 40.0 eV","CSCCC(NC(C)=O)C(O)=O"
"35502",0.00764525993883792,"CCMSLIB00000579739","Ethyl-4-dimethylaminobenzoate","N/A","Ethyl-4-dimethylaminobenzoate","CCOC(=O)C1=CC=C(C=C1)N(C)C"
"10090",0.434250764525994,"CCMSLIB00005884027","CAFFEINE - 60.0 eV","58-08-2","CAFFEINE - 60.0 eV","CN1C=NC2=C1C(=O)N(C)C(=O)N2C"
"9273",0.0091743119266055,"CCMSLIB00005776358","Massbank:AU272506 N-Acetyl mesalazine|N-Acetyl-5-aminosalicylic acid|5-acetamido-2-hydroxybenzoic acid","51-59-2","Massbank:AU272506 N-Acetyl mesalazine|N-Acetyl-5-aminosalicylic acid|5-acetamido-2-hydroxybenzoic acid","CC(=O)NC1=CC=C(O)C(=C1)C(O)=O"
"12929",0.180428134556575,"CCMSLIB00006121791","Salicyluric acid - 40.0 eV","","Salicyluric acid - 40.0 eV","c1ccc(c(c1)C(=O)NCC(=O)O)O"
"5468",0.779816513761468,"CCMSLIB00010117060","(2S)-2-amino-3-(4-methoxyphenyl)propanoic acid CollisionEnergy:205060","N/A","(2S)-2-amino-3-(4-methoxyphenyl)propanoic acid CollisionEnergy:205060","COc1ccc(CC(N)C(=O)O)cc1"
"14212",0.0107033639143731,"CCMSLIB00000211436","Massbank:EA281811 1-(3-Chlorophenyl)piperazine","6640-24-0","Massbank:EA281811 1-(3-Chlorophenyl)piperazine","c1c(Cl)cccc1N1CCNCC1"
"8300",0.605504587155963,"CCMSLIB00000007146","cyclo(L-Val-L-Pro)","285-40-2","cyclo(L-Val-L-Pro)","CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1"
"3873",0.102446483180428,"CCMSLIB00003139522","Spectral Match to .beta.-D-Glucose from NIST14","492615","Spectral Match to .beta.-D-Glucose from NIST14","C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O"
"65640",0.954128440366973,"CCMSLIB00003137458","Spectral Match to 3-Hydroxydodecanoic acid from NIST14","53941381","Spectral Match to 3-Hydroxydodecanoic acid from NIST14","CCCCCCCCCC(CC(=O)O)O"
"60761",0.67737003058104,"CCMSLIB00010107811","12-Hydroxydodecanoic acid CollisionEnergy:102040","N/A","12-Hydroxydodecanoic acid CollisionEnergy:102040","O=C(O)CCCCCCCCCCCO"
"32556",0.0229357798165138,"CCMSLIB00005725033","1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol","N/A","1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol","CC(C)C(CCC(C1CC2)=C)=CC1C2(C)O"
"2149",0.0336391437308868,"CCMSLIB00010102907","N-Acetyl-D-Glucosamine CollisionEnergy:102040","N/A","N-Acetyl-D-Glucosamine CollisionEnergy:102040","CC(O)=N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"2396",0.698776758409786,"CCMSLIB00005884990","Acetylcarnitine - 30.00 eV","3040-38-8","Acetylcarnitine - 30.00 eV","CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C"
"6775",0.883792048929664,"CCMSLIB00003137628","Spectral Match to L-Tryptophan from NIST14","73223","Spectral Match to L-Tryptophan from NIST14","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N"
"4022",0.425076452599388,"CCMSLIB00010122949","Dexpanthenol CollisionEnergy:205060","N/A","Dexpanthenol CollisionEnergy:205060","CC(C)(CO)C(O)C(O)=NCCCO"
"8786",0.0122324159021407,"CCMSLIB00005773663","Massbank:AU249906 Phenylethylmalonamide|2-Ethyl-2-phenylmalonamide|2-ethyl-2-phenylpropanediamide","7206-76-0","Massbank:AU249906 Phenylethylmalonamide|2-Ethyl-2-phenylmalonamide|2-ethyl-2-phenylpropanediamide","CCC(C(N)=O)(C(N)=O)C1=CC=CC=C1"
"14071",0.525993883792049,"CCMSLIB00005883223","N-ACETYL-L-PHENYLALANINE - 30.0 eV","2018-61-3","N-ACETYL-L-PHENYLALANINE - 30.0 eV","CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O"
"3433",0.0091743119266055,"CCMSLIB00004691219","L-kynurenine","N/A","L-kynurenine","N/A"
"3680",0.82874617737003,"CCMSLIB00004718439","Kynurenine","N/A","Kynurenine","N/A"
"35451",0.614678899082569,"CCMSLIB00003139216","Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14","126863","Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14","CC(C)CC(C)(C#CC(C)(CC(C)C)O)O"
"18433",0.498470948012232,"CCMSLIB00004680091","Jasmonic Acid"," ","Jasmonic Acid","CCC=CCC1C(CCC1=O)CC(=O)O"
"12162",0.0198776758409786,"CCMSLIB00005739084","Massbank:PR311142 Cyclo(leucylprolyl)","N/A","Massbank:PR311142 Cyclo(leucylprolyl)","O=C1NC(C(=O)N2CCCC12)CC(C)C"
"3022",0.308868501529052,"CCMSLIB00005884662","3-METHOXY-L-TYROSINE - 50.0 eV","300-48-1","3-METHOXY-L-TYROSINE - 50.0 eV","COC1=CC(CC(N)C(O)=O)=CC=C1O"
"12414",0.36085626911315,"CCMSLIB00005762862","Massbank:LU084504 1,3-Diphenylguanidine|1,2-diphenylguanidine","102-06-7","Massbank:LU084504 1,3-Diphenylguanidine|1,2-diphenylguanidine","N=C(NC1=CC=CC=C1)NC1=CC=CC=C1"
"59561",0.781345565749236,"CCMSLIB00010113603","""8-bromo-7-[(2-chlorophenyl)methyl]-1,3-dimethyl-1,3,7-trihydropurine-2,6-dione CollisionEnergy:102040""","N/A","""8-bromo-7-[(2-chlorophenyl)methyl]-1,3-dimethyl-1,3,7-trihydropurine-2,6-dione CollisionEnergy:102040""","Cn1c(=O)c2c(nc(Br)n2Cc2ccccc2Cl)n(C)c1=O"
"10639",0.301223241590214,"CCMSLIB00000842076","MassbankEU:SM882601 2-Benzothiazolesulfonic acid|Benzothiazole-2-sulfonic acid|1,3-benzothiazole-2-sulfonic acid","941-57-1","MassbankEU:SM882601 2-Benzothiazolesulfonic acid|Benzothiazole-2-sulfonic acid|1,3-benzothiazole-2-sulfonic acid","OS(=O)(=O)C1=NC2=CC=CC=C2S1"
"65656",0.818042813455658,"CCMSLIB00006679599","OMEGA-HYDROXYDODECANOIC ACID","N/A","OMEGA-HYDROXYDODECANOIC ACID","C(CCCCCC(=O)O)CCCCCO"
"2846",0.7217125382263,"CCMSLIB00005885044","Propionylcarnitine - 30.00 eV","17298-37-2","Propionylcarnitine - 30.00 eV","CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C"
"31257",0.0458715596330275,"CCMSLIB00000841521","MassbankEU:SM808701 Diphenylsulfone|Diphenyl sulfone|Benzenesulfonylbenzene","127-63-9","MassbankEU:SM808701 Diphenylsulfone|Diphenyl sulfone|Benzenesulfonylbenzene","O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1"
"22800",0.192660550458716,"CCMSLIB00003135495","Spectral Match to Carboxyibuprofen from NIST14","15935543","Spectral Match to Carboxyibuprofen from NIST14","CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O"
"13004",0.0091743119266055,"CCMSLIB00000207406","Massbank:EA019509 Primidone|Primaclone|5-ethyl-5-phenyl-1,3-diazinane-4,6-dione","125-33-7","Massbank:EA019509 Primidone|Primaclone|5-ethyl-5-phenyl-1,3-diazinane-4,6-dione","c1(ccccc1)C2(C(=O)NCNC2=O)CC"
"4006",0.709480122324159,"CCMSLIB00003137028","Spectral Match to Pantothenic acid from NIST14","599542","Spectral Match to Pantothenic acid from NIST14","CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O"
"11188",0.00611620795107034,"CCMSLIB00000209097","Massbank:EA070111 Ritalinic acid| 2-phenyl-2-(2-piperidinyl)acetic acid","19395-41-6","Massbank:EA070111 Ritalinic acid| 2-phenyl-2-(2-piperidinyl)acetic acid","c(ccc1C(C(=O)O)C(NCC2)CC2)cc1"
"8294",0.368501529051988,"CCMSLIB00010128652","2,5-Diphenyl-1H-tetrazole-2-ium"," ","2,5-Diphenyl-1H-tetrazole-2-ium","C1=CC=C(C=C1)C2=NN[N+](=N2)C3=CC=CC=C3"
"15935",0.238532110091743,"CCMSLIB00010128652","2,5-Diphenyl-1H-tetrazole-2-ium"," ","2,5-Diphenyl-1H-tetrazole-2-ium","C1=CC=C(C=C1)C2=NN[N+](=N2)C3=CC=CC=C3"
"19572",0.142201834862385,"CCMSLIB00010128652","2,5-Diphenyl-1H-tetrazole-2-ium"," ","2,5-Diphenyl-1H-tetrazole-2-ium","C1=CC=C(C=C1)C2=NN[N+](=N2)C3=CC=CC=C3"
"16584",0.466360856269113,"CCMSLIB00010128652","2,5-Diphenyl-1H-tetrazole-2-ium"," ","2,5-Diphenyl-1H-tetrazole-2-ium","C1=CC=C(C=C1)C2=NN[N+](=N2)C3=CC=CC=C3"
"7616",0.0688073394495413,"CCMSLIB00003139111","Spectral Match to N-Acetyl-L-tyrosine from NIST14","537553","Spectral Match to N-Acetyl-L-tyrosine from NIST14","CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O"
"2714",0.0244648318042813,"CCMSLIB00003137132","Spectral Match to Acyclovir from NIST14","59277893","Spectral Match to Acyclovir from NIST14","C1=NC2=C(N1COCCO)N=C(NC2=O)N"
"18294",0.00305810397553517,"CCMSLIB00000221992","Massbank:PB000642 Resveratrol|5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol","N/A","Massbank:PB000642 Resveratrol|5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol","C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O"
"2796",0.825688073394495,"CCMSLIB00008851507","229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378"," ","229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378",""
"10020",0.00458715596330275,"CCMSLIB00010125419","minocycline///MinocyclineHCl///minocycline(1-)///minocycline hydrochloride///Minocycline///minocycline zwitterion CollisionEnergy:205060","N/A","minocycline///MinocyclineHCl///minocycline(1-)///minocycline hydrochloride///Minocycline///minocycline zwitterion CollisionEnergy:205060","CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(=N)O)C(=O)C3(O)C(O)=C1C2=O"
"31486",0.0168195718654434,"CCMSLIB00005776243","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","26159-31-9","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O"
"30294",0.539755351681957,"CCMSLIB00005776243","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","26159-31-9","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O"
"33649",0.414373088685015,"CCMSLIB00005776243","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","26159-31-9","Massbank:AU265102 Naproxen|2-(6-Methoxy-2-naphthyl)propionic acid|2-(6-methoxynaphthalen-2-yl)propanoic acid","COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O"
"4700",0.741590214067278,"CCMSLIB00005885050","Butyrylcarnitine - 30.00 eV","25576-40-3","Butyrylcarnitine - 30.00 eV","CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C"
"3776",0.146788990825688,"CCMSLIB00006126861","Formylkynurenine"," ","Formylkynurenine",""
"17836",0.00152905198776758,"CCMSLIB00005777760","Massbank:FIO01106 Carbamazepine","N/A","Massbank:FIO01106 Carbamazepine","NC(=O)N(c21)c(c3)c(ccc3)C=Cc(cccc2)1"
"24762",0.0122324159021407,"CCMSLIB00005777760","Massbank:FIO01106 Carbamazepine","N/A","Massbank:FIO01106 Carbamazepine","NC(=O)N(c21)c(c3)c(ccc3)C=Cc(cccc2)1"
"2824",0.388379204892966,"CCMSLIB00008851523","N,N-dimethyl-proline-proline betaine"," ","N,N-dimethyl-proline-proline betaine","O=C(N1C(C(O)=O)CCC1)C2CCC[N+]2(C)C"
"17965",0.0137614678899083,"CCMSLIB00010117148","lumichrome CollisionEnergy:205060","N/A","lumichrome CollisionEnergy:205060","Cc1cc2nc3nc(O)nc(O)c3nc2cc1C"
"8928",0.571865443425077,"CCMSLIB00010012992","Putative Lys-C6:1"," ","Putative Lys-C6:1",""
"9895",0.519877675840979,"CCMSLIB00010012992","Putative Lys-C6:1"," ","Putative Lys-C6:1",""
"11883",0.0412844036697248,"CCMSLIB00005766775","Massbank:LU132804 Biotin|5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid","58-85-5","Massbank:LU132804 Biotin|5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid","OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12"
"11669",0.616207951070336,"CCMSLIB00010012993","Putative Lys-C6:0"," ","Putative Lys-C6:0",""
"8865",0.686544342507645,"CCMSLIB00005885056","Isovalerylcarnitine - 30.00 eV","31023-24-2","Isovalerylcarnitine - 30.00 eV","CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C"
"8348",0.795107033639144,"CCMSLIB00004692234","lenticin","N/A","lenticin","N/A"
"4375",0.00458715596330275,"CCMSLIB00000566732","MoNA:662581 BW-524W91","N/A","MoNA:662581 BW-524W91","C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F"
"29319",0.368501529051988,"CCMSLIB00003136656","Spectral Match to Tri(propylene glycol) butyl ether from NIST14","55934935","Spectral Match to Tri(propylene glycol) butyl ether from NIST14","CCCCOCCCOCCCOCCCO"
"16332",0.36697247706422,"CCMSLIB00005775802","Massbank:AU201602 N,N-Didesvenlafaxine|Dinorvenlafaxine","93413-77-5","Massbank:AU201602 N,N-Didesvenlafaxine|Dinorvenlafaxine","COC1=CC=C(C=C1)C(CN)C1(O)CCCCC1"
"12344",0.0336391437308868,"CCMSLIB00000210039","Massbank:EA265710 N,O-Didesmethylvenlafaxine|4-[1-(1-Hydroxycyclohexyl)-2-(methylamino)ethyl]phenol","135308-74-6","Massbank:EA265710 N,O-Didesmethylvenlafaxine|4-[1-(1-Hydroxycyclohexyl)-2-(methylamino)ethyl]phenol","OC2(C(c1ccc(O)cc1)CNC)CCCCC2"
"14725",0.00305810397553517,"CCMSLIB00005774947","Massbank:AU203802 Carbamazepine-10,11-epoxide|Carbamazepine epoxide","36507-30-9","Massbank:AU203802 Carbamazepine-10,11-epoxide|Carbamazepine epoxide","NC(=O)N1C2=C(C=CC=C2)C2OC2C2=C1C=CC=C2"
"15873",0.00458715596330275,"CCMSLIB00005774947","Massbank:AU203802 Carbamazepine-10,11-epoxide|Carbamazepine epoxide","36507-30-9","Massbank:AU203802 Carbamazepine-10,11-epoxide|Carbamazepine epoxide","NC(=O)N1C2=C(C=CC=C2)C2OC2C2=C1C=CC=C2"
"12825",0.00305810397553517,"CCMSLIB00005776906","Massbank:AU234706 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide","68011-66-5","Massbank:AU234706 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide","NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=CC=C12"
"20379",0.00458715596330275,"CCMSLIB00005776906","Massbank:AU234706 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide","68011-66-5","Massbank:AU234706 2-Hydroxycarbamazepine|3-hydroxybenzo[b][1]benzazepine-11-carboxamide","NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=CC=C12"
"17049",0.00305810397553517,"CCMSLIB00000841891","MassbankEU:SM856302 Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","723-46-6","MassbankEU:SM856302 Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"
